"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q11","RW","1","base","11","Information and Ideas","Command of Evidence","RW.COE","Command of Evidence","hypothesis support","Medium","1","multiple_choice","A materials scientist testing biodegradable packaging suspects that a starch-based film breaks down faster when it is thin but only if the surrounding soil stays moist. In a preliminary trial, thick and thin samples decomposed at nearly the same rate in dry soil. The scientist plans a second trial to compare the same film thicknesses under controlled moisture levels. To avoid confusing thickness with other factors, all samples will be cut from the same batch and buried at the same temperature.","Which finding from the second trial would most directly support the scientist’s suspicion?","In dry soil, both thick and thin samples kept their shape for the entire trial.","In moist soil, all samples absorbed water before the trial began.","In dry soil, thick samples were easier to weigh than thin samples were.","In moist soil, thin samples decomposed much faster than thick samples, while in dry soil the difference remained small.","D","4","The suspicion predicts a large thickness effect in moist soil but not in dry soil; the correct finding matches that pattern.","70","none","{}","","","","","","Command of Evidence","Command of Evidence","passage:R011 arch:RW_COE_002 sim:rw_command_of_evidence_contrast fp:328ac58cc910"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q12","RW","1","base","12","Information and Ideas","Inferences","RW.INF","Inferences","reasonable inference","Medium","1","multiple_choice","At a community theater, director Jun Park removed several large set pieces from a play and replaced them with painted screens that actors could move between scenes. The screens were designed to suggest the same locations as the original furniture and walls, so the story remained visually clear. Ticket sales did not change, but backstage delays decreased sharply. Actors also reported that scene changes felt less stressful because fewer people had to lift heavy objects in the dark.","What can reasonably be inferred from the text?","The theater increased ticket prices after Park changed the set design.","The painted screens helped the production run more smoothly without reducing audience interest.","Actors preferred the old set pieces because they looked more realistic.","The play became shorter because Park removed several scenes.","B","2","The passage says sales stayed the same while delays and stress decreased, implying smoother operations without reduced interest.","70","none","{}","","","","","","Inferences","Inferences","passage:R012 arch:RW_INF_001 sim:rw_inferences_contrast fp:0b23ae43c919"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q13","RW","1","base","13","Information and Ideas","Inferences","RW.INF","Inferences","implicit cause","Medium","1","multiple_choice","A city library placed its most borrowed cookbooks on a cart near the entrance for one month. During that month, cookbook borrowing rose, but borrowing of travel books on nearby shelves fell slightly. Librarians noticed that visitors often stopped at the cart and then left without walking farther into the nonfiction section. The pattern was strongest on weekday evenings, when many patrons said they were making quick visits after work rather than browsing for a long time.","Which inference is best supported by the text?","Travel books became less popular because the library removed many of them.","The cookbook cart may have changed how some visitors moved through the library.","The cart was introduced because visitors had complained about cookbook quality.","Cookbook borrowing rose because the library purchased more cookbooks.","B","2","Visitors stopped at the cart and left without going farther, suggesting the cart changed movement through the section.","70","none","{}","","","","","","Inferences","Inferences","passage:R013 arch:RW_INF_002 sim:rw_inferences_cause_effect fp:ddfa6e80818c"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q14","RW","1","base","14","Information and Ideas","Inferences","RW.INF","Inferences","interpretation of evidence","Medium","1","multiple_choice","When a school installed a small greenhouse, science teachers expected it to be used mainly for biology classes. Instead, art classes reserved it almost as often. Students sketched leaf patterns, studied shadows on glass panels, and mixed paints to match plant colors. A photography club also used the space to practice controlling light. Because teachers from different departments scheduled the greenhouse for unrelated assignments, it became less a single-department resource than a shared space for careful observation in several kinds of coursework.","Which choice best describes what the text suggests about the greenhouse?","It was too small to be useful for biology classes.","It replaced the school’s need for a separate art classroom.","It was built after art teachers requested a place to store supplies.","It supported learning activities beyond the subject for which it was originally intended.","D","4","The art examples show that the greenhouse became useful outside biology.","70","none","{}","","","","","","Inferences","Inferences","passage:R014 arch:RW_INF_003 sim:rw_inferences_purpose_sentence fp:721c8efca7c7"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q15","RW","1","base","15","Standard English Conventions","Boundaries","SEC.BND","Boundaries","semicolon between independent clauses","Medium","1","multiple_choice","During the first week of the survey, the river gauge recorded steady levels [___] the downstream sensor showed a sudden drop after the storm drain opened.","Which choice completes the text with the correct punctuation?",",",":","because",";","D","4","A semicolon correctly joins two closely related independent clauses without a coordinating conjunction.","55","none","{}","","","","","","Boundaries","Boundaries","sec grammar arch:SEC-BND-001 sim:SEC.BND:sentence_boundary_semicolon:A._minimal-context_version fp:9bc82608e013 ctx:CTX-GRM-001 tier:SEC1"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q16","RW","1","base","16","Standard English Conventions","Boundaries","SEC.BND","Boundaries","introductory phrase punctuation","Medium","1","multiple_choice","After testing several paper coatings [___] the conservation team selected the one that resisted moisture without changing the ink color.","Which choice completes the text so that it conforms to the conventions of Standard English?",",",";",":","no punctuation","A","1","A comma is needed after the introductory phrase “After testing several paper coatings.”","55","none","{}","","","","","","Boundaries","Boundaries","sec grammar arch:SEC-BND-021 sim:SEC.BND:introductory_phrase_comma:A._minimal-context_version fp:82dd3862a828 ctx:CTX-GRM-002 tier:SEC2"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q17","RW","1","base","17","Standard English Conventions","Boundaries","SEC.BND","Boundaries","colon after independent clause","Medium","1","multiple_choice","The restoration crew needed three tools before work could begin [___] a soft brush, a magnifying lamp, and a humidity meter.","Which choice completes the text with the most appropriate punctuation?",",",":",";","and","B","2","A colon is correct after a complete independent clause that introduces a list.","55","none","{}","","","","","","Boundaries","Boundaries","sec grammar arch:SEC-BND-041 sim:SEC.BND:colon_after_independent_clause:A._minimal-context_version fp:a2a3643c9484 ctx:CTX-GRM-003 tier:SEC1"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q18","RW","1","base","18","Standard English Conventions","Boundaries","SEC.BND","Boundaries","dash interruption","Medium","1","multiple_choice","The lead engineer approved the final adjustment [___] before the prototype was packed for shipping.","Which choice completes the text so that punctuation is used correctly?","— a three-millimeter shift in the bracket —","; a three-millimeter shift in the bracket ;",", a three-millimeter shift in the bracket","a three-millimeter shift in the bracket,","A","1","Matching dashes correctly set off the nonessential interruption within the sentence.","55","none","{}","","","","","","Boundaries","Boundaries","sec grammar arch:SEC-BND-046 sim:SEC.BND:dash_emphasis_interruption:A._minimal-context_version fp:73a5a8afd20e ctx:CTX-GRM-004 tier:SEC1"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q19","RW","1","base","19","Standard English Conventions","Form, Structure, and Sense","SEC.FSS","Form, Structure, and Sense","subject verb agreement","Medium","1","multiple_choice","The collection of field notes from the two expeditions [___] now stored in the university archive.","Which choice completes the text so that it conforms to the conventions of Standard English?","are","were","is","have been","C","3","The singular subject “collection” requires the singular verb “is.”","55","none","{}","","","","","","Form, Structure, and Sense","Form, Structure, and Sense","sec grammar arch:SEC-FSS-001 sim:SEC.FSS:subject_verb_agreement:A._single-trap_version fp:8f3b77842983 ctx:CTX-GRM-005 tier:SEC1"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q20","RW","1","base","20","Standard English Conventions","Form, Structure, and Sense","SEC.FSS","Form, Structure, and Sense","pronoun antecedent agreement","Medium","1","multiple_choice","Each of the robotics teams submitted [___] design plan before the regional competition.","Which choice completes the text with the correct pronoun?","its","their","they're","them","A","1","The singular antecedent “Each” requires the singular possessive pronoun “its.”","55","none","{}","","","","","","Form, Structure, and Sense","Form, Structure, and Sense","sec grammar arch:SEC-FSS-016 sim:SEC.FSS:pronoun_antecedent_agreement:A._single-trap_version fp:026449bcad00 ctx:CTX-GRM-006 tier:SEC2"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q21","RW","1","base","21","Standard English Conventions","Form, Structure, and Sense","SEC.FSS","Form, Structure, and Sense","parallel structure","Medium","1","multiple_choice","The workshop teaches students to collect samples, to label them carefully, and [___].","Which choice completes the text so that the sentence is parallel?","to record their observations","recording their observations","their observations recorded","observations that they record","A","1","The phrase “to record their observations” is parallel with “to collect” and “to label.”","55","none","{}","","","","","","Form, Structure, and Sense","Form, Structure, and Sense","sec grammar arch:SEC-FSS-031 sim:SEC.FSS:parallel_structure:A._single-trap_version fp:be388aaba02c ctx:CTX-GRM-007 tier:SEC2"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q22","RW","1","base","22","Expression of Ideas","Transitions","RW.TR","Transitions","contrast transition","Medium","1","multiple_choice","Many small museums digitize their catalogs to make collections easier to search. [___] they still keep handwritten accession books because those books sometimes include notes that were never entered into the database.","Which transition most logically introduces the contrast in the next sentence?","For instance,","Consequently,","However,","Similarly,","C","3","The second sentence contrasts digital catalogs with the continued use of handwritten books, so “However,” is logical.","55","none","{}","","","","","","Transitions","Transitions","passage:R015 arch:RW_TR_001 sim:rw_transitions_logical_link fp:8add8cfb7205"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q23","RW","1","base","23","Expression of Ideas","Transitions","RW.TR","Transitions","example transition","Medium","1","multiple_choice","Sound engineers often add fabric panels to recording studios to reduce echoes. [___] a theater may hang heavy curtains along a bare wall to keep spoken lines from sounding harsh.","Which transition best introduces the example that follows?","Nevertheless,","In contrast,","For example,","As a result,","C","3","The theater curtain sentence gives an example of using fabric to control sound.","55","none","{}","","","","","","Transitions","Transitions","passage:R016 arch:RW_TR_002 sim:rw_transitions_punctuation_boundary fp:da1d49798b65"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q24","RW","1","base","24","Expression of Ideas","Transitions","RW.TR","Transitions","cause effect transition","Medium","1","multiple_choice","The city replaced several downtown trash cans with bins that had narrow lids. [___] fewer gulls were able to pull food scraps into the street.","Which transition best shows that the second sentence is a result of the first?","As a result,","On the other hand,","For instance,","Likewise,","A","1","The second sentence describes the effect of changing the bins, so “As a result,” fits.","55","none","{}","","","","","","Transitions","Transitions","passage:R017 arch:RW_TR_003 sim:rw_transitions_verb_pronoun_agreement fp:6884e32dd7f8"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q25","RW","1","base","25","Expression of Ideas","Rhetorical Synthesis","RW.RS","Rhetorical Synthesis","synthesize notes for goal","Medium","1","multiple_choice","While researching a topic, a student has taken the following notes: The novelist Nella Larsen published Passing in 1929; the novel examines identity and social expectation; modern critics often discuss its concise style; several recent stage adaptations emphasize the novel’s tense conversations.","The student wants to introduce the novel and mention why it remains relevant to critics and adapters. Which choice most effectively uses relevant information from the notes to accomplish this goal?","Nella Larsen published Passing in 1929, and the book includes tense conversations that some stage adaptations emphasize.","Modern critics often discuss concise style, while stage adaptations often include conversations.","Nella Larsen’s 1929 novel Passing continues to attract attention because its treatment of identity and social expectation invites both critical discussion and stage adaptation.","Passing was published in 1929 by Nella Larsen before several recent stage adaptations were created.","C","3","The correct choice introduces the novel and connects its themes to ongoing critical and theatrical interest.","55","none","{}","","","","","","Rhetorical Synthesis","Rhetorical Synthesis","passage:R018 arch:RW_RS_001 sim:rw_rhetorical_synthesis_revision_goal fp:caa0bdcd3d82"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q26","RW","1","base","26","Expression of Ideas","Rhetorical Synthesis","RW.RS","Rhetorical Synthesis","combine notes with comparison","Medium","1","multiple_choice","While researching a topic, a student has taken the following notes: The prickly pear cactus stores water in thick pads; it opens pores mostly at night; this timing reduces daytime water loss; many desert plants use similar nighttime gas exchange.","The student wants to explain how one feature of the prickly pear helps it survive dry conditions. Which choice most effectively uses relevant information from the notes to accomplish this goal?","The prickly pear cactus stores water in thick pads, and many desert plants live in dry environments.","By opening its pores mostly at night, the prickly pear limits daytime water loss, a strategy that helps it survive in dry environments.","Many desert plants use nighttime gas exchange, including plants that are not prickly pears.","The prickly pear has thick pads and pores, two features that researchers study in desert plants.","B","2","The correct choice explains the survival benefit of nighttime pore opening.","55","none","{}","","","","","","Rhetorical Synthesis","Rhetorical Synthesis","passage:R019 arch:RW_RS_002 sim:rw_rhetorical_synthesis_logical_link fp:3f86fc685899"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M1-Q27","RW","1","base","27","Expression of Ideas","Rhetorical Synthesis","RW.RS","Rhetorical Synthesis","emphasize contrast","Medium","1","multiple_choice","While researching a topic, a student has taken the following notes: Early electric cars were quiet and produced no exhaust on city streets; their batteries held limited charge; gasoline cars could travel farther between stops; by the 1920s, gasoline cars dominated the US market.","The student wants to contrast an advantage of early electric cars with a limitation that helped gasoline cars become more common. Which choice most effectively uses relevant information from the notes to accomplish this goal?","Although early electric cars were quiet and produced no street exhaust, their limited battery charge made gasoline cars more practical for longer trips.","Early electric cars were quiet, and by the 1920s gasoline cars dominated the US market.","Gasoline cars could travel farther between stops because electric cars produced no exhaust on city streets.","The US market included both electric cars and gasoline cars before the 1920s.","A","1","The correct choice clearly contrasts electric cars’ urban advantages with their battery limitation.","55","none","{}","","","","","","Rhetorical Synthesis","Rhetorical Synthesis","passage:R020 arch:RW_RS_003 sim:rw_rhetorical_synthesis_punctuation_boundary fp:4116999a7de4"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M2-Q01","RW","2","hard","1","Craft and Structure","Words in Context","RW.WIC","Words in Context","word function in claim","Hard","1","multiple_choice","Ecologist Mara Lin measured fungi in restored prairie plots and found more fungal species where grasses had been replanted densely. She nevertheless qualifies her claim: dense planting may encourage fungal diversity in the first three years after restoration, but the study cannot show whether the pattern persists once shrubs and taller plants return. Her caution reflects the short duration of the data and the fact that the plots were all located in the same county. A broader study might reveal a different pattern.","Why does the author use “qualifies” when presenting Lin’s claim?","It indicates that Lin becomes eligible to publish her results after completing fieldwork.","It indicates that Lin trains other researchers to identify fungal species accurately.","It indicates that Lin limits the scope of her conclusion rather than presenting it as universally established.","It indicates that Lin rejects the connection between grass density and fungal diversity.","C","3","The word “qualifies” signals that Lin narrows or limits her claim because the data cover only the early years.","70","none","{}","","","","","","Words in Context","Words in Context","passage:R021 arch:RW_WIC_004 sim:rw_words_in_context_revision_goal fp:efdd62eb4b3e wic hard_vocab vocab:HV_121 tier:V4 target:qualify"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M2-Q02","RW","2","hard","2","Craft and Structure","Words in Context","RW.WIC","Words in Context","relation function","Hard","1","multiple_choice","A study of bilingual signage in train stations found that signs with icons helped visitors choose exits faster than text-only signs did. The effect was not direct for every traveler, however. Familiarity with the station mediated the benefit: first-time visitors gained the most from icons, while daily commuters showed little change because they already knew the exits. The researchers therefore argued that icons are most useful in places where many users are navigating an unfamiliar layout.","How does the word “mediated” help establish the relationship between signage and visitor speed?","It shows that the effect of icons depended on another factor: how familiar visitors were with the station.","It shows that station staff settled a disagreement between visitors and sign designers.","It shows that icons completely replaced visitors’ need to read any text.","It shows that familiar commuters benefited more from icons than first-time visitors did.","A","1","The word “mediated” identifies familiarity as a factor that shaped how much icons affected visitor speed.","70","none","{}","","","","","","Words in Context","Words in Context","passage:R022 arch:RW_WIC_005 sim:rw_words_in_context_logical_link fp:9238ae32f762 wic hard_vocab vocab:HV_124 tier:V4 target:mediate"
"SAT_RW_25","rw_section_v1","batch_25","RW adaptive practice","RW25-M2-Q03","RW","2","hard","3","Craft and Structure","Words in Context","RW.WIC","Words in Context","precision effect","Hard","1","multiple_choice","A laboratory filter removed most dye particles from wastewater in still tanks, but its performance changed when water moved quickly through pipes. Rapid flow attenuated the filter’s effect: the water leaving the pipe was cleaner than untreated water, yet it retained more dye than water left in still contact with the filter. The researchers therefore tested slower flow rates next and measured whether longer contact time restored the filter’s performance without requiring a larger device.","Which choice best describes the function of “attenuated” in the passage?","It precisely indicates that rapid flow weakened, but did not eliminate, the filter’s cleaning effect.","It suggests that rapid flow lengthened the filter so that it could hold more dye.","It implies that rapid flow clarified why dye particles formed in the wastewater.","It signals that rapid flow made the filter unnecessary in still tanks.","A","1","The passage says the filter still worked but less strongly under rapid flow, so “attenuated” means weakened in degree.","70","none","{}","","","","","","Words in Context","Words in Context","passage:R023 arch:RW_WIC_006 sim:rw_words_in_context_punctuation_boundary fp:c92c3a78e8dd wic hard_vocab vocab:HV_129 tier:V4 target:attenuate"
