"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q14","RW","1","base","14","Information and Ideas","Inferences","RW_INF_001","Draw supported conclusions","contrast","Medium","1","multiple_choice","At a public lecture on housing history, the speaker began with a series of citywide maps showing where apartment construction had increased over fifty years. Several audience members asked questions about population growth, and the discussion initially stayed at that broad scale. Midway through the talk, the speaker displayed handwritten rent ledgers from one building and read short entries noting repairs, missed payments, and changes in household size. Questions immediately shifted. Listeners began asking how tenants negotiated with owners, how long families remained in the building, and whether repair costs affected rents. The maps had established a pattern across the city, but the ledgers made the consequences of that pattern easier to imagine at the level of individual households. By the end, the speaker returned to the maps and used the audience's new questions to reconsider what the large-scale trends could and could not reveal on their own.","What can most reasonably be inferred from the text?","The audience's questions show that the rent ledgers convinced listeners that repair costs were the primary cause of citywide construction growth.","The building-level records prompted the audience to ask how broad construction trends affected households, making them reconsider the limits of citywide patterns.","The speaker introduced the rent ledgers mainly because the audience had already asked detailed questions about repairs and household size.","The speaker returned to the maps because the building-level records had disproved the construction pattern shown at the start of the lecture.","B","2","Before the ledgers, questions stay at the citywide scale; afterward, listeners ask about tenant experiences and use those questions when the speaker returns to the maps. Choice B captures that shift. A and D overstate what the ledgers established, and C reverses the sequence of the audience's questions.","75","none","{}","","","","","","Inferences","","rw;arch:RW_INF_001;sim:rw_inferences_contrast;passage:E027;fp:14284fae81b4"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q15","RW","1","base","15","Standard English Conventions","Boundaries","SEC.BND","Boundaries","Punctuating two independent clauses","Easy","1","multiple_choice","Moss grew thickest beside leaking downspouts____ however, patches on exposed curb edges remained sparse even after rain.","Which choice completes the text so that it conforms to the conventions of Standard English?",";",",",":",".","A","1","The blank separates two independent clauses, and the conjunctive adverb “however” begins the contrasting second clause. A semicolon correctly marks that boundary. A comma would create a comma splice, a colon does not fit the contrast, and a period would leave the fixed lowercase “however” incorrectly beginning a new sentence.","45","none","{}","","","","","","Boundaries","","rw;arch:SEC-BND-001;sim:SEC.BND:sentence_boundary_semicolon:A. minimal-context version;sec;grammar;ctx:CTX-GRM-001;tier:SEC1;fp:80ce859cc616"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q16","RW","1","base","16","Standard English Conventions","Boundaries","SEC.BND","Boundaries","Introductory dependent clauses","Medium","1","multiple_choice","While the curator compared the faded labels with entries in an older catalog, using a lamp to reveal erased marks____ she set aside fragments whose workshop marks could not yet be confirmed.","Which choice completes the text so that it conforms to the conventions of Standard English?"," and",";",",",":","C","3","The clause beginning with “While” is introductory and dependent, so a comma should separate it from the independent main clause. Choice C supplies that comma. The other choices either leave the sentence without a main-clause boundary or use punctuation that cannot follow the dependent clause.","45","none","{}","","","","","","Boundaries","","rw;arch:SEC-BND-017;sim:SEC.BND:introductory_subordinate_clause:B. internal punctuation nearby;sec;grammar;ctx:CTX-GRM-002;tier:SEC2;fp:da7efd0d24c8"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q17","RW","1","base","17","Standard English Conventions","Boundaries","SEC.BND","Boundaries","Nonessential appositive information","Medium","1","multiple_choice","Drawing on an earlier oral-history archive, the linguist chose the name Market Voices. The new field project____ will compare recordings from three neighborhoods.","Which choice completes the text so that it conforms to the conventions of Standard English?"," Market Voices,",", Market Voices,",", Market Voices",": Market Voices,","B","2","“Market Voices” is a nonessential appositive that renames the already identified field project, so it must be set off with matching commas. Choice B supplies both boundaries around the appositive; the other choices omit one comma or use an inappropriate colon.","45","none","{}","","","","","","Boundaries","","rw;arch:SEC-BND-027;sim:SEC.BND:nonessential_appositive:B. internal punctuation nearby;sec;grammar;ctx:CTX-GRM-007;tier:SEC2;fp:16c409c6ab6f"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q18","RW","1","base","18","Standard English Conventions","Boundaries","SEC.BND","Boundaries","Colon after a complete lead-in","Medium","1","multiple_choice","Before the first dive, the reef team set a narrow project goal. The first survey produced one precise result____ a substantially higher sea urchin count near restored kelp beds than at the comparison site.","Which choice completes the text so that it conforms to the conventions of Standard English?"," because",";",":"," which","C","3","The clause before the blank is complete, and the noun phrase after it names the precise result being introduced. A colon correctly introduces that result. A semicolon cannot precede the noun phrase, and “because” or “which” would leave the sentence structurally incomplete.","45","none","{}","","","","","","Boundaries","","rw;arch:SEC-BND-042;sim:SEC.BND:colon_after_independent_clause:B. internal punctuation nearby;sec;grammar;ctx:CTX-GRM-013;tier:SEC2;fp:d64afd379c93"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q19","RW","1","base","19","Standard English Conventions","Form, Structure, and Sense","SEC.FSS","Form, Structure, and Sense","Subject-verb agreement","Medium","1","multiple_choice","The narrow windows and the thick brick walls of the old library, together with its shaded courtyard, ____ the reading room cooler during summer afternoons.","Which choice completes the text so that it conforms to the conventions of Standard English?","keep","keeps","has kept","is keeping","A","1","The compound subject “the narrow windows and the thick brick walls” is plural, so it requires the plural verb “keep.” The intervening phrase about the shaded courtyard does not change the number of the subject; the other choices use singular finite verb forms.","45","none","{}","","","","","","Form, Structure, and Sense","","rw;arch:SEC-FSS-002;sim:SEC.FSS:subject_verb_agreement:B. intervening material;sec;grammar;ctx:CTX-GRM-010;tier:SEC2;fp:fe86b208d3ec"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q20","RW","1","base","20","Standard English Conventions","Form, Structure, and Sense","SEC.FSS","Form, Structure, and Sense","Pronoun-antecedent agreement","Medium","1","multiple_choice","Every team submitted a report. The six observing teams, each with its own telescope, compared ____ nightly logs before combining the measurements.","Which choice completes the text so that it conforms to the conventions of Standard English?","its","their","our","your","B","2","The possessive pronoun refers to the plural antecedent “the six observing teams,” so “their” agrees in number and person. The intervening phrase “each with its own telescope” does not make the plural antecedent singular; “its,” “our,” and “your” do not agree with that antecedent.","45","none","{}","","","","","","Form, Structure, and Sense","","rw;arch:SEC-FSS-017;sim:SEC.FSS:pronoun_antecedent_agreement:B. intervening material;sec;grammar;ctx:CTX-GRM-005;tier:SEC2;fp:8f95c0f9094f"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q21","RW","1","base","21","Standard English Conventions","Form, Structure, and Sense","SEC.FSS","Form, Structure, and Sense","Modifier placement","Medium","1","multiple_choice","After calibrating the sensor array twice, ____","Which choice completes the text so that it conforms to the conventions of Standard English?","the taped course was run under dimmer lights by the cart.","a second trial began on the taped course under dimmer lights.","the sensor array produced a new set of reflected-light readings.","the robotics club sent the cart along the taped course under dimmer lights.","D","4","The opening modifier “After calibrating the sensor array twice” must describe the agent that performed the calibration. Only choice D places “the robotics club” as the subject that logically performed that action. Choices A, B, and C are locally complete sentences, but their grammatical subjects—the course, a trial, and the sensor array—do not logically perform the calibration described by the opening phrase.","45","none","{}","","","","","","Form, Structure, and Sense","","rw;arch:SEC-FSS-028;sim:SEC.FSS:modifier_placement:C. academic register;sec;grammar;ctx:CTX-GRM-015;tier:SEC3;fp:18005713128b"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q22","RW","1","base","22","Expression of Ideas","Transitions","RW_TR_001","Select transition that logically connects ideas","logical_link","Medium","1","multiple_choice","A sleep study found that students who moved their bedtime thirty minutes earlier reported better alertness during the first week of morning classes. By the sixth week, students who kept their original bedtime reported nearly the same alertness scores, suggesting that some of the early difference diminished as schedules became familiar. ____ the researchers cautioned against treating the first-week advantage as a permanent effect.","Which choice most logically completes the text?","For example,","Likewise,","However,","Therefore,","C","3","The later convergence in alertness limits the importance of the first-week advantage, so the final sentence contrasts with an overly broad interpretation of the early result. “However” signals that qualification most logically.","45","none","{}","","","","","","Transitions","","rw;arch:RW_TR_001;sim:rw_transitions_logical_link;passage:R004;fp:b713a54faa14"
"SAT_RW_13","split_batch_v9","13-front","400-800","RW13-M1-Q23","RW","1","base","23","Expression of Ideas","Transitions","RW_TR_008","Select transition that logically connects ideas","contrast","Medium","1","multiple_choice","The farm dog ignored the rustle of dry leaves, the rattle of a passing wagon, and the calls of workers moving between the sheds. ____ when a faint metallic click came from the closed gate, the dog stood immediately, faced the sound, and waited without barking.","Which transition most logically fits in the blank?","For instance,","Similarly,","Yet,","Consequently,","C","3","The dog ignores several ordinary noises but reacts immediately to the faint click. “Yet” correctly marks that contrast; the other transitions suggest an example, similarity, or result that does not match the relationship.","45","none","{}","","","","","","Transitions","","rw;arch:RW_TR_008;sim:rw_transitions_contrast;passage:E014;fp:a0d6376775d5"
